title,code,location,price,characteristics,img
Arriendo de Apartamento en Medellín,AA-73599," Laureles, Medellín",$4.400.000,125 Metros|3 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73597," Los balsos, Medellín",$3.800.000,73 Metros|2 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73597-1.jpg
Arriendo de Apartamento en Medellín,AA-67356," San joaquín, Medellín",$5.500.000,190 Metros|3 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-67356-1.jpg
Arriendo de Apartamento en Medellín,AA-73596," Provenza, Medellín",$4.600.000,87 Metros|2 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73596-1.jpg
Arriendo de Apartamento en Medellín,AA-73593," San lucas, Medellín",$3.500.000,120 Metros|3 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73581," Loma del indio, Medellín",$3.100.000,72 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73546," El tesoro, Medellín",$5.800.000,99.1 Metros|3 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-70129," Carlos e. restrepo, Medellín",$3.300.000,80 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73570," San joaquín, Medellín",$4.000.000,104 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73549," San lucas, Medellín",$4.500.000,86 Metros|2 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73542," Las lomas, Medellín",$5.500.000,135 Metros|3 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73542-1.jpg
Arriendo de Apartamento en Medellín,AA-73537," Calasanz, Medellín",$2.000.000,89 Metros|2 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73537-1.jpg
Arriendo de Apartamento en Medellín,AA-73535," Los conquistadores, Medellín",$3.000.000,74 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73535-1.jpg
Arriendo de Apartamento en Medellín,AA-73532," Ciudad del rio, Medellín",$4.100.000,95 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73527," El campestre la frontera, Medellín",$4.200.000,65 Metros|2 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73526," El poblado, Medellín",$5.800.000,128 Metros|3 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73524," Laureles, Medellín",$4.200.000,150 Metros|4 Baños|4 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73521," Loma del indio, Medellín",$3.500.000,82 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73520," Laureles, Medellín",$4.200.000,150 Metros|4 Baños|4 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73498," La candelaria, Medellín",$1.750.000,69 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73498-1.jpg
Arriendo de Apartamento en Medellín,AA-73496," La candelaria, Medellín",$1.750.000,69 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73496-1.jpg
Arriendo de Apartamento en Medellín,AA-73495," El tesoro, Medellín",$5.800.000,99.1 Metros|3 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73495-1.jpg
Arriendo de Apartamento en Medellín,AA-73493," El tesoro, Medellín",$7.400.000,127 Metros|4 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73493-1.jpg
Arriendo de Apartamento en Medellín,AA-73492," El tesoro, Medellín",$7.300.000,127 Metros|4 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73492-1.jpg
Arriendo de Apartamento en Medellín,AA-73501," Prado, Medellín",$1.600.000,70 Metros|1 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73501-1.jpg
Arriendo de Apartamento en Medellín,AA-73490," San lucas, Medellín",$7.200.000,131 Metros|3 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-69540," Los balsos, Medellín",$14.000.000,430 Metros|5 Baños|4 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73465," Loma del indio, Medellín",$3.800.000,110 Metros|3 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73464," Las lomas, Medellín",$4.600.000,136 Metros|3 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73464-1.jpg
Arriendo de Apartamento en Medellín,AA-73462," El tesoro, Medellín",$7.300.000,127 Metros|4 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73462-1.jpg
Arriendo de Apartamento en Medellín,AA-59716," Campo amor, Medellín",$2.000.000,65 Metros|2 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-59716-1.jpg
Arriendo de Apartamento en Medellín,AA-73456," Los colores, Medellín",$2.700.000,60 Metros|2 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73447," Laureles, Medellín",$3.000.000,95 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73443," Boston, Medellín",$1.800.000,107 Metros|- Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73442," La florida, Medellín",$2.700.000,74 Metros|3 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-71532," Loma del indio, Medellín",$2.000.000,60 Metros|1 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73437," Calasanz, Medellín",$5.000.000,160 Metros|3 Baños|4 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73435," Laureles, Medellín",$2.200.000,70 Metros|2 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73435-1.jpg
Arriendo de Apartamento en Medellín,AA-73423," Calasanz, Medellín",$2.600.000,75 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73423-1.jpg
Arriendo de Apartamento en Medellín,AA-73420," La visitacion los gonzalez, Medellín",$6.800.000,134 Metros|3 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73420-1.jpg
Arriendo de Apartamento en Medellín,AA-73411," El tesoro, Medellín",$5.800.000,144 Metros|2 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73409," Guayabal, Medellín",$3.500.000,77 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73401," Santa maría de los ángeles, Medellín",$5.000.000,132 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73397," San lucas, Medellín",$6.500.000,88 Metros|2 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73390," Loma de los parra, Medellín",$5.500.000,106 Metros|2 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73386," Loma de los parra, Medellín",$8.500.000,160 Metros|4 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73377," Altos del poblado cola del zorro, Medellín",$6.200.000,92 Metros|3 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73377-1.jpg
Arriendo de Apartamento en Medellín,AA-73375," Guayabal, Medellín",$3.000.000,78 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73375-1.jpg
Arriendo de Apartamento en Medellín,AA-73374," Laureles, Medellín",$5.500.000,106 Metros|4 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73374-1.jpg
Arriendo de Apartamento en Medellín,AA-73370," La palma, Medellín",$3.000.000,90 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73336," El tesoro, Medellín",$6.200.000,118 Metros|2 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73332," Los conquistadores, Medellín",$3.300.000,88 Metros|3 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73322," Patio bonito, Medellín",$6.500.000,168 Metros|3 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73317," Santa maría de los ángeles, Medellín",$3.500.000,100 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73315," Altos del poblado cola del zorro, Medellín",$4.800.000,89 Metros|3 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73304," Guayabal, Medellín",$3.400.000,70 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73304-1.jpg
Arriendo de Apartamento en Medellín,AA-73302," Laureles, Medellín",$3.900.000,95 Metros|3 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73302-1.jpg
Arriendo de Apartamento en Medellín,AA-73286," Patio bonito, Medellín",$10.000.000,109 Metros|3 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73286-1.jpg
Arriendo de Apartamento en Medellín,AA-73280," La mota, Medellín",$3.200.000,60 Metros|2 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73264," Almería, Medellín",$2.250.000,70 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73258," La florida, Medellín",$8.000.000,206 Metros|4 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73231," Altos del poblado cola del zorro, Medellín",$4.900.000,92 Metros|3 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73228," Provenza, Medellín",$3.800.000,70 Metros|2 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73198," Las lomas, Medellín",$6.900.000,90 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-70258," Guayabal, Medellín",$3.090.000,65 Metros|2 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-70258-1.jpg
Arriendo de Apartamento en Medellín,AA-73137," El tesoro, Medellín",$4.800.000,105 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73137-1.jpg
Arriendo de Apartamento en Medellín,AA-73135," Pajarito, Medellín",$1.450.000,50 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73135-1.jpg
Arriendo de Apartamento en Medellín,AA-73126," Los conquistadores, Medellín",$6.200.000,131 Metros|3 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73125," Castropol, Medellín",$5.500.000,120 Metros|3 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73121," Loma de los parra, Medellín",$8.400.000,220 Metros|2 Baños|4 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73115," Altos del poblado cola del zorro, Medellín",$8.000.000,81 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73114," Laureles, Medellín",$4.500.000,124 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73094," Buenos aires, Medellín",$2.500.000,180 Metros|3 Baños|6 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73086," Ciudad del rio, Medellín",$4.000.000,87 Metros|- Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73086-1.jpg
Arriendo de Apartamento en Medellín,AA-73068," Loma del indio, Medellín",$3.500.000,80 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73068-1.jpg
Arriendo de Apartamento en Medellín,AA-73061," Laureles, Medellín",$2.200.000,40 Metros|1 Baños|1 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73061-1.jpg
Arriendo de Apartamento en Medellín,AA-73062," Laureles, Medellín",$2.400.000,55 Metros|1 Baños|1 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73062-1.jpg
Arriendo de Apartamento en Medellín,AA-73066," Suramericana, Medellín",$3.600.000,156 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73066-1.jpg
Arriendo de Apartamento en Medellín,AA-73064," Los alpes, Medellín",$2.500.000,120 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-73064-1.jpg
Arriendo de Apartamento en Medellín,AA-73046," Santa maría de los ángeles, Medellín",$4.800.000,85 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-68000," Simón bolívar, Medellín",$3.600.000,112 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-73015," La frontera campestre, Medellín",$3.800.000,90 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72990," Laureles, Medellín",$2.600.000,80 Metros|3 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-72990-1.jpg
Arriendo de Apartamento en Medellín,AA-72983," Los balsos, Medellín",$7.800.000,260 Metros|3 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-72983-1.jpg
Arriendo de Apartamento en Medellín,AA-72972," Altos del poblado cola del zorro, Medellín",$6.800.000,102.34 Metros|3 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-72972-1.jpg
Arriendo de Apartamento en Medellín,AA-72968," Loma de los parra, Medellín",$6.200.000,134 Metros|4 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72965," Calasanz, Medellín",$2.800.000,160 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72964," Lalinde, Medellín",$4.800.000,100 Metros|3 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72959," La calera, Medellín",$9.500.000,178 Metros|4 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72951," Loma del indio, Medellín",$3.200.000,75 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72912," La visitacion los gonzalez, Medellín",$7.000.000,175 Metros|4 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72906," Ciudad del rio, Medellín",$5.900.000,70 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-72906-1.jpg
Arriendo de Apartamento en Medellín,AA-72903," Loma de los parra, Medellín",$9.500.000,220 Metros|4 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-72903-1.jpg
Arriendo de Apartamento en Medellín,AA-72893," Aguacatala, Medellín",$4.300.000,110 Metros|3 Baños| Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-72893-1.jpg
Arriendo de Apartamento en Medellín,AA-72866," Los naranjos, Medellín",$8.800.000,180 Metros|4 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72874," Alejandría, Medellín",$6.000.000,140 Metros|3 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72849," Prado, Medellín",$1.700.000,75 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72851," Prado, Medellín",$1.700.000,75 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72861," Manila, Medellín",$2.700.000,100 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72858," Los balsos, Medellín",$6.000.000,143 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72786," Los conquistadores, Medellín",$3.200.000,109 Metros|3 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-72786-1.jpg
Arriendo de Apartamento en Medellín,AA-72782," Los conquistadores, Medellín",$3.000.000,68 Metros|2 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-72782-1.jpg
Arriendo de Apartamento en Medellín,AA-72776," Ciudad del rio, Medellín",$3.150.000,62 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-72776-1.jpg
Arriendo de Apartamento en Medellín,AA-64690," La frontera campestre, Medellín",$7.500.000,72 Metros|2 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72728," Loma de los parra, Medellín",$3.500.000,70 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72726," Ciudad del rio, Medellín",$3.500.000,68 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72741," Ciudad del rio, Medellín",$3.500.000,72 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72721," Altos del poblado cola del zorro, Medellín",$5.500.000,76 Metros|2 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72739," Ciudad del rio, Medellín",$2.800.000,45 Metros|1 Baños|0 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72731," Loma de los parra, Medellín",$5.800.000,135 Metros|3 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-72731-1.jpg
Arriendo de Apartamento en Medellín,AA-72725," La loma de los bernal, Medellín",$4.000.000,69 Metros|2 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-72725-1.jpg
Arriendo de Apartamento en Medellín,AA-72711," Patio bonito, Medellín",$5.000.000,97 Metros|2 Baños|2 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-72711-1.jpg
Arriendo de Apartamento en Medellín,AA-72706," Robledo, Medellín",$2.300.000,130 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72697," Los conquistadores, Medellín",$3.000.000,130 Metros|2 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72695," Los naranjos, Medellín",$8.500.000,158 Metros|- Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72690," Aguacatala, Medellín",$4.000.000,100 Metros|3 Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72689," Castropol, Medellín",$3.400.000,85 Metros|- Baños|3 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72679," Rosales, Medellín",$3.950.000,160 Metros|3 Baños|4 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-71050," Laureles, Medellín",$4.200.000,100 Metros|3 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-71050-1.jpg
Arriendo de Apartamento en Medellín,AA-72673," Ciudad del rio, Medellín",$4.500.000,95 Metros|2 Baños|1 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-72673-1.jpg
Arriendo de Apartamento en Medellín,AA-72670," La loma de los bernal, Medellín",$2.800.000,75 Metros|2 Baños|3 Alcobas,https://s3.amazonaws.com/com.albertoalvarez.fullpublic/propertyPictures//property-AA-72670-1.jpg
Arriendo de Apartamento en Medellín,AA-72669," Santa maría de los ángeles, Medellín",$7.500.000,187 Metros|4 Baños|5 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72658," Santa fé, Medellín",$3.600.000,70 Metros|2 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72636," Boston, Medellín",$1.450.000,45 Metros|1 Baños|1 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72630," El poblado, Medellín",$3.950.000,77 Metros|2 Baños|2 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
Arriendo de Apartamento en Medellín,AA-72622," Boston, Medellín",$1.300.000,55 Metros|2 Baños|1 Alcobas,http://www.w3.org/2000/svg%22%20viewBox=%220%200%20210%20140%22%3E%3C/svg%3E
